latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,nearest_industrial_km,nearest_industrial_type,nearest_industrial_name,nearest_industrial_region,preliminary_class,in_forest,in_farmland,final_class,facility_osm_id,facility_distance_km,baseline_frp_mean,baseline_frp_std,baseline_sample_count,is_anomaly,daynight_flag,confidence_num,ml_prediction,ml_confidence,ml_agrees_with_rules
12.80444,79.90247,335.05,0.38,0.36,2026-09-16,809,N,VIIRS,n,2.0NRT,301.49,3.44,D,0.0880705288231227,industrial,unnamed,andhra_telangana,likely_industrial,False,False,industrial_fire,1425509044,0.0880705288231227,,,,False,1,1,industrial_fire,0.9585275689223058,True
12.80921,79.95585,332.37,0.38,0.36,2026-09-16,809,N,VIIRS,l,2.0NRT,302.72,1.92,D,3.21859286288804,works,unnamed,andhra_telangana,likely_natural,False,False,unclassified,1053243953,3.21859286288804,,,,False,1,0,unclassified,0.607651398263099,True
12.83462,79.9446,330.86,0.38,0.36,2026-09-16,809,N,VIIRS,l,2.0NRT,304.3,3.9,D,0.2847445810575489,industrial,Renault Nissan,andhra_telangana,likely_industrial,True,False,industrial_fire,191527886,0.2847445810575489,5.26,2.63,1.0,False,1,0,industrial_fire,0.935,True
12.83739,79.94054,335.33,0.38,0.36,2026-09-16,809,N,VIIRS,l,2.0NRT,307.01,1.79,D,0.2560072397165143,industrial,Renault Nissan,andhra_telangana,likely_industrial,True,False,industrial_fire,191527886,0.2560072397165143,5.26,2.63,1.0,False,1,0,industrial_fire,0.83,True
12.8407,79.94003,330.26,0.38,0.36,2026-09-16,809,N,VIIRS,l,2.0NRT,301.79,1.79,D,0.5924060305191722,industrial,Renault Nissan,andhra_telangana,likely_industrial,True,False,industrial_fire,191527886,0.5924060305191722,5.26,2.63,1.0,False,1,0,industrial_fire,0.835,True
12.85502,79.94497,331.64,0.38,0.36,2026-09-16,809,N,VIIRS,l,2.0NRT,302.95,2.95,D,0.2835774202374453,industrial,unnamed,andhra_telangana,likely_industrial,False,False,industrial_fire,661546337,0.2835774202374453,3.625,1.3505739520663058,2.0,False,1,0,industrial_fire,0.9283333333333335,True
12.85833,79.94445,333.53,0.38,0.36,2026-09-16,809,N,VIIRS,n,2.0NRT,303.38,3.78,D,0.088916413851962,industrial,unnamed,andhra_telangana,likely_industrial,False,False,industrial_fire,661546337,0.088916413851962,3.625,1.3505739520663058,2.0,False,1,1,industrial_fire,0.9544047619047621,True
12.87986,79.90807,336.19,0.38,0.36,2026-09-16,809,N,VIIRS,n,2.0NRT,305.99,6.6,D,0.2994619746734046,industrial,unnamed,andhra_telangana,likely_industrial,True,True,industrial_fire,1055416512,0.2994619746734046,,,,False,1,1,industrial_fire,0.9502562569009939,True
12.90249,79.90087,333.48,0.38,0.36,2026-09-16,809,N,VIIRS,l,2.0NRT,306.91,4.88,D,0.0648385691371898,works,unnamed,andhra_telangana,likely_industrial,False,True,industrial_fire,749986036,0.0648385691371898,,,,False,1,0,industrial_fire,0.9866666666666667,True
12.98208,80.0002,331.36,0.38,0.36,2026-09-16,809,N,VIIRS,l,2.0NRT,304.69,2.3,D,1.5203455029274835,works,unnamed,andhra_telangana,likely_industrial,False,False,industrial_fire,38444699,1.5203455029274835,,,,False,1,0,industrial_fire,0.79,True
13.0316,76.11507,330.22,0.49,0.4,2026-09-16,809,N,VIIRS,l,2.0NRT,302.69,4.8,D,51.792904245146346,industrial,unnamed,andhra_telangana,likely_natural,False,False,unclassified,1003158347,51.792904245146346,,,,False,1,0,unclassified,0.9483333333333335,True
13.43832,79.71164,331.64,0.38,0.36,2026-09-16,809,N,VIIRS,l,2.0NRT,303.57,4.06,D,17.24326069889118,industrial,"APSRTC Bus Depot, Puttur",andhra_telangana,likely_natural,False,False,unclassified,1415875785,17.24326069889118,,,,False,1,0,unclassified,0.4382941203719153,True
13.48112,78.97852,336.22,0.39,0.36,2026-09-16,809,N,VIIRS,n,2.0NRT,297.64,1.94,D,9.838372479838617,industrial,unnamed,andhra_telangana,likely_natural,True,False,wildfire,1264688218,9.838372479838617,,,,False,1,1,wildfire,0.6376390986046032,True
13.57117,79.69406,331.49,0.38,0.36,2026-09-16,809,N,VIIRS,l,2.0NRT,302.88,2.41,D,4.882814597969531,industrial,unnamed,andhra_telangana,likely_natural,False,False,unclassified,1002542311,4.882814597969531,,,,False,1,0,unclassified,0.5760874578933302,True
13.65174,76.52674,338.53,0.46,0.39,2026-09-16,809,N,VIIRS,n,2.0NRT,300.26,3.52,D,10.74870129343141,industrial,unnamed,andhra_telangana,likely_natural,False,False,unclassified,1260740170,10.74870129343141,,,,False,1,1,agricultural_burn,0.5465477066694259,False
13.67833,79.60012,336.71,0.38,0.36,2026-09-16,809,N,VIIRS,n,2.0NRT,305.53,5.57,D,2.5360807889477885,industrial,unnamed,andhra_telangana,likely_natural,False,False,unclassified,1024421932,2.5360807889477885,,,,False,1,1,unclassified,0.7117583285022212,True
13.82196,79.63383,335.88,0.38,0.36,2026-09-16,809,N,VIIRS,n,2.0NRT,305.12,5.69,D,10.04951682488702,industrial,unnamed,andhra_telangana,likely_natural,False,False,unclassified,1024421935,10.04951682488702,,,,False,1,1,wildfire,0.4434392518043414,False
14.1287,79.75809,332.0,0.38,0.36,2026-09-16,809,N,VIIRS,l,2.0NRT,303.1,3.35,D,9.02641235180165,industrial,unnamed,andhra_telangana,likely_natural,False,False,unclassified,1017202530,9.02641235180165,,,,False,1,0,wildfire,0.5712230835246592,False
14.38803,77.74513,334.31,0.41,0.37,2026-09-16,809,N,VIIRS,l,2.0NRT,301.14,4.07,D,4.089172970499096,industrial,"APSRTC Bus Depot , Dharmavaram",andhra_telangana,likely_natural,False,False,unclassified,1416288599,4.089172970499096,,,,False,1,0,unclassified,0.7099631652848053,True
15.05126,79.73014,337.98,0.39,0.36,2026-09-16,809,N,VIIRS,n,2.0NRT,305.06,5.02,D,20.276614939112307,industrial,unnamed,andhra_telangana,likely_natural,False,False,unclassified,1264929592,20.276614939112307,,,,False,1,1,unclassified,0.47433618156205204,True
15.17474,76.65694,336.59,0.44,0.38,2026-09-16,809,N,VIIRS,l,2.0NRT,306.73,6.22,D,1.419506870513211,industrial,Vijayanagar Toranagallu Power Station,andhra_telangana,likely_industrial,False,False,industrial_fire,822601316,1.419506870513211,2.1679166666666667,1.308846322981846,72.0,True,1,0,industrial_fire,0.9791346153846153,True
15.18322,76.64294,340.89,0.44,0.38,2026-09-16,809,N,VIIRS,l,2.0NRT,304.23,6.02,D,2.342964927304097,industrial,Vijayanagar Toranagallu Power Station,andhra_telangana,likely_natural,False,False,unclassified,822601316,2.342964927304097,2.1679166666666667,1.308846322981846,72.0,False,1,0,unclassified,0.45764744614132724,True
15.24818,75.19145,332.29,0.51,0.41,2026-09-16,809,N,VIIRS,n,2.0NRT,297.84,3.02,D,40.08808625111673,works,unnamed,maharashtra,likely_natural,False,False,unclassified,923974516,40.08808625111673,,,,False,1,1,unclassified,0.959442947725649,True
15.24926,75.19452,330.95,0.51,0.41,2026-09-16,809,N,VIIRS,l,2.0NRT,298.74,3.49,D,40.2392238923528,works,unnamed,maharashtra,likely_natural,False,False,unclassified,923974516,40.2392238923528,,,,False,1,0,unclassified,0.895,True
15.63841,78.10263,333.16,0.39,0.36,2026-09-16,809,N,VIIRS,n,2.0NRT,301.14,4.0,D,15.988948615999904,industrial,unnamed,maharashtra,likely_natural,False,False,unclassified,1065889087,15.988948615999904,,,,False,1,1,wildfire,0.6083257305367316,False
15.82627,80.05234,345.32,0.39,0.36,2026-09-16,809,N,VIIRS,n,2.0NRT,304.44,5.21,D,1.6268478946092124,industrial,Sri Veda cold storage,maharashtra,likely_industrial,False,False,industrial_fire,1186643568,1.6268478946092124,,,,False,1,1,industrial_fire,0.8985302197802199,True
15.83647,79.50893,340.87,0.38,0.36,2026-09-16,809,N,VIIRS,n,2.0NRT,306.71,5.83,D,26.9269241570968,industrial,"APSRTC Bus Depot , Markapuram",maharashtra,likely_natural,False,False,unclassified,1416314652,26.9269241570968,,,,False,1,1,unclassified,0.931174133577151,True
15.86686,79.89035,348.83,0.39,0.36,2026-09-16,809,N,VIIRS,n,2.0NRT,305.99,10.09,D,7.045407343326828,industrial,Mud brick factory,maharashtra,likely_natural,False,False,unclassified,1186363213,7.045407343326828,,,,False,1,1,agricultural_burn,0.5180959626897489,False
15.87144,80.60111,337.37,0.4,0.37,2026-09-16,809,N,VIIRS,n,2.0NRT,304.36,3.2,D,12.750200617550489,industrial,"APSRTC Bus Depot , Bapatla",maharashtra,likely_natural,False,False,unclassified,1416319073,12.750200617550489,,,,False,1,1,unclassified,0.4400344686843121,True
16.5696,75.22845,334.66,0.49,0.4,2026-09-16,809,N,VIIRS,l,2.0NRT,305.08,16.85,D,1.630717105781044,industrial,Project Jamkhandi,maharashtra,likely_industrial,False,False,industrial_fire,899907048,1.630717105781044,,,,False,1,0,industrial_fire,0.985,True
16.71376,79.56265,346.19,0.39,0.36,2026-09-16,809,N,VIIRS,n,2.0NRT,303.1,5.28,D,1.327106581409336,industrial,Yadadri Thermal Power Plant,maharashtra,likely_industrial,False,False,industrial_fire,1082084862,1.327106581409336,,,,False,1,1,industrial_fire,0.8951968864468864,True
16.80981,80.20505,330.39,0.4,0.37,2026-09-16,809,N,VIIRS,l,2.0NRT,301.62,4.55,D,6.052434558743072,industrial,unnamed,maharashtra,likely_natural,False,False,unclassified,527502773,6.052434558743072,,,,False,1,0,unclassified,0.7822257638236624,True
16.81149,80.20468,331.81,0.4,0.37,2026-09-16,809,N,VIIRS,n,2.0NRT,300.89,4.09,D,6.011633364356567,industrial,unnamed,maharashtra,likely_natural,False,False,unclassified,527502773,6.011633364356567,,,,False,1,1,unclassified,0.5587907911307728,True
16.85604,79.14082,332.95,0.38,0.36,2026-09-16,809,N,VIIRS,l,2.0NRT,303.83,1.37,D,10.147421483207456,industrial,unnamed,maharashtra,likely_natural,False,False,unclassified,1260639520,10.147421483207456,,,,False,1,0,wildfire,0.5283888852537677,False
17.04335,80.70287,334.67,0.41,0.37,2026-09-16,809,N,VIIRS,n,2.0NRT,300.52,2.58,D,12.7775922580256,industrial,"APSRTC Bus Depot , Tiruvuru",andhra_telangana,likely_natural,False,False,unclassified,1232843777,12.7775922580256,,,,False,1,1,wildfire,0.48702098369670455,False
17.05987,80.1198,332.97,0.4,0.37,2026-09-16,809,N,VIIRS,n,2.0NRT,300.19,2.59,D,13.148224877906136,industrial,unnamed,maharashtra,likely_natural,False,False,unclassified,1284613930,13.148224877906136,,,,False,1,1,wildfire,0.5201556850806319,False
17.14139,80.77789,330.39,0.41,0.37,2026-09-16,809,N,VIIRS,n,2.0NRT,298.65,2.05,D,9.337626527485522,industrial,unnamed,andhra_telangana,likely_natural,False,False,unclassified,776427277,9.337626527485522,,,,False,1,1,unclassified,0.6581731619931779,True
17.58362,75.70586,333.38,0.45,0.39,2026-09-16,809,N,VIIRS,l,2.0NRT,301.8,6.18,D,6.105960215270945,industrial,unnamed,maharashtra,likely_natural,False,False,unclassified,910147451,6.105960215270945,,,,False,1,0,unclassified,0.47863743255997515,True
18.30667,79.47578,330.51,0.39,0.36,2026-09-16,809,N,VIIRS,n,2.0NRT,299.71,2.59,D,15.119744826261812,industrial,"TGSRTC Bus Depot , Huzurabad",maharashtra,likely_natural,False,False,unclassified,1496442632,15.119744826261812,,,,False,1,1,unclassified,0.5665592476153389,True
18.05582,75.26559,344.31,0.47,0.39,2026-09-16,811,N,VIIRS,n,2.0NRT,301.37,4.1,D,1.2821395354716707,works,unnamed,maharashtra,likely_industrial,False,False,industrial_fire,910138007,1.2821395354716707,,,,False,1,1,industrial_fire,0.8985302197802199,True
18.6819,73.03521,333.12,0.4,0.44,2026-09-16,811,N,VIIRS,n,2.0NRT,292.08,4.5,D,0.9630582546388996,industrial,unnamed,maharashtra,likely_industrial,False,False,industrial_fire,1228954771,0.9630582546388996,3.011818181818182,2.049101355139946,11.0,False,1,1,industrial_fire,0.9683516483516484,True
19.91829,74.21223,339.65,0.5,0.41,2026-09-16,811,N,VIIRS,n,2.0NRT,298.09,8.38,D,13.43153059770014,industrial,unnamed,maharashtra,likely_natural,False,False,unclassified,1003080725,13.43153059770014,,,,False,1,1,unclassified,0.6549369692190966,True
20.69658,78.63722,330.03,0.39,0.36,2026-09-16,811,N,VIIRS,l,2.0NRT,304.32,2.59,D,0.3112080724652027,industrial,unnamed,maharashtra,likely_industrial,False,False,industrial_fire,374941186,0.3112080724652027,0.9466666666666668,0.1604161255402129,3.0,True,1,0,industrial_fire,0.88,True
20.79536,85.25188,330.11,0.52,0.5,2026-09-16,811,N,VIIRS,n,2.0NRT,291.5,3.29,D,1.2669464711828444,industrial,Meramandali Power Station,jharkhand_odisha,likely_industrial,False,False,industrial_fire,396925738,1.2669464711828444,3.709230769230769,2.8131075981864537,13.0,False,1,1,industrial_fire,0.9451388888888889,True
20.88488,84.98148,333.65,0.5,0.49,2026-09-16,811,N,VIIRS,n,2.0NRT,295.07,4.26,D,1.2154238576284977,industrial,Angul Steel Plant,jharkhand_odisha,likely_industrial,False,False,industrial_fire,660307106,1.2154238576284977,2.5683333333333334,1.067227382385912,36.0,False,1,1,industrial_fire,0.9585897435897438,True
20.88672,84.98424,341.92,0.5,0.49,2026-09-16,811,N,VIIRS,n,2.0NRT,294.99,7.3,D,1.0361823557142198,industrial,Angul Steel Power Plant,jharkhand_odisha,likely_industrial,False,False,industrial_fire,1012595669,1.0361823557142198,1.45,0.3111269837220808,2.0,True,1,1,industrial_fire,0.8922802197802199,True
20.96785,85.17305,342.26,0.51,0.49,2026-09-16,811,N,VIIRS,n,2.0NRT,297.43,8.52,D,3.742401031450926,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,1021846869,3.742401031450926,,,,False,1,1,unclassified,0.5366223262452583,True
21.33731,78.96886,330.67,0.39,0.36,2026-09-16,811,N,VIIRS,n,2.0NRT,298.62,3.54,D,4.48823566602218,industrial,unnamed,maharashtra,likely_natural,False,False,unclassified,133732505,4.48823566602218,,,,False,1,1,unclassified,0.6363496597915429,True
21.67842,84.03878,336.05,0.44,0.46,2026-09-16,811,N,VIIRS,n,2.0NRT,298.46,7.96,D,0.4502321243804915,industrial,Shyam Metallic & Energy,jharkhand_odisha,likely_industrial,False,False,industrial_fire,949319148,0.4502321243804915,3.03625,2.0614900124493865,8.0,True,1,1,industrial_fire,0.9708652312599682,True
21.74078,83.84452,331.02,0.43,0.46,2026-09-16,811,N,VIIRS,n,2.0NRT,298.81,5.96,D,0.5810497107411055,industrial,coal washery,jharkhand_odisha,likely_industrial,False,False,industrial_fire,1442753896,0.5810497107411055,2.454,0.8528410038089034,10.0,True,1,1,industrial_fire,0.9706730769230769,True
21.74503,83.844,339.95,0.43,0.46,2026-09-16,811,N,VIIRS,n,2.0NRT,298.95,7.48,D,0.8546443608032498,industrial,unnamed,jharkhand_odisha,likely_industrial,False,False,industrial_fire,968282857,0.8546443608032498,4.3878,2.768691793049194,50.0,False,1,1,industrial_fire,0.9428302434280696,True
21.74927,83.84347,346.49,0.43,0.46,2026-09-16,811,N,VIIRS,n,2.0NRT,298.88,7.48,D,0.857872956510386,industrial,unnamed,jharkhand_odisha,likely_industrial,False,False,industrial_fire,968282857,0.857872956510386,4.3878,2.768691793049194,50.0,False,1,1,industrial_fire,0.8778571428571428,True
21.75352,83.84294,338.32,0.43,0.46,2026-09-16,811,N,VIIRS,n,2.0NRT,299.21,3.22,D,1.0926261653770846,industrial,unnamed,jharkhand_odisha,likely_industrial,False,False,industrial_fire,968282857,1.0926261653770846,4.3878,2.768691793049194,50.0,False,1,1,industrial_fire,0.9537267080745342,True
21.75776,83.84239,331.62,0.43,0.46,2026-09-16,811,N,VIIRS,n,2.0NRT,297.03,3.22,D,0.9838177750203592,industrial,unnamed,jharkhand_odisha,likely_industrial,False,False,industrial_fire,968282854,0.9838177750203592,3.560666666666666,3.063565771791956,15.0,False,1,1,industrial_fire,0.9595833333333335,True
21.75826,83.84662,336.06,0.43,0.46,2026-09-16,811,N,VIIRS,n,2.0NRT,298.0,8.52,D,0.9749347159503652,industrial,unnamed,jharkhand_odisha,likely_industrial,False,False,industrial_fire,968282854,0.9749347159503652,3.560666666666666,3.063565771791956,15.0,False,1,1,industrial_fire,0.9708652312599682,True
21.763,83.85031,332.17,0.43,0.46,2026-09-16,811,N,VIIRS,n,2.0NRT,297.0,5.64,D,0.803610410387057,industrial,unnamed,jharkhand_odisha,likely_industrial,False,False,industrial_fire,968282854,0.803610410387057,3.560666666666666,3.063565771791956,15.0,False,1,1,industrial_fire,0.9600183150183151,True
21.92159,83.34818,331.54,0.41,0.45,2026-09-16,811,N,VIIRS,n,2.0NRT,298.25,5.63,D,0.5493944627113823,industrial,Raigarh Jindal power station,jharkhand_odisha,likely_industrial,False,False,industrial_fire,1093898245,0.5493944627113823,1.74,0.7285830998131464,7.0,True,1,1,industrial_fire,0.956923076923077,True
21.92207,83.35213,342.48,0.41,0.45,2026-09-16,811,N,VIIRS,n,2.0NRT,298.59,10.48,D,0.7499360088060013,industrial,Jindal Steel Works,jharkhand_odisha,likely_industrial,False,False,industrial_fire,119390670,0.7499360088060013,2.87875,2.153485132125531,8.0,True,1,1,industrial_fire,0.9478571428571427,True
21.92476,83.33973,334.79,0.41,0.45,2026-09-16,811,N,VIIRS,n,2.0NRT,299.64,5.44,D,0.5541961383708117,industrial,Raigarh Jindal power station,jharkhand_odisha,likely_industrial,False,False,industrial_fire,1093898245,0.5541961383708117,1.74,0.7285830998131464,7.0,True,1,1,industrial_fire,0.9561924040871409,True
22.03979,83.72896,339.03,0.43,0.46,2026-09-16,811,N,VIIRS,n,2.0NRT,297.28,4.87,D,16.3189075278413,industrial,Hemgir Coal Washery,jharkhand_odisha,likely_natural,True,False,wildfire,338164120,16.3189075278413,,,,False,1,1,wildfire,0.5522539965428555,True
22.35761,82.30546,338.35,0.54,0.42,2026-09-16,811,N,VIIRS,n,2.0NRT,299.06,8.15,D,13.31229232111414,industrial,Bhandhakhar Power Station,jharkhand_odisha,likely_natural,False,False,unclassified,437012404,13.31229232111414,,,,False,1,1,unclassified,0.6422226835048108,True
22.78692,86.20747,333.4,0.63,0.54,2026-09-16,811,N,VIIRS,n,2.0NRT,295.86,11.78,D,0.846632583785177,industrial,Tata Steel,jharkhand_odisha,likely_industrial,False,False,industrial_fire,60260584,0.846632583785177,1.8723809523809525,1.2979249006082931,21.0,True,1,1,industrial_fire,0.9772916666666666,True
23.67685,86.39706,329.99,0.33,0.55,2026-09-16,811,N,VIIRS,n,2.0NRT,294.2,2.51,D,2.749382858432545,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,825940073,2.749382858432545,2.834705882352941,1.8267221930518704,17.0,False,1,1,unclassified,0.8936820355478424,True
23.67715,86.40037,328.92,0.33,0.55,2026-09-16,811,N,VIIRS,n,2.0NRT,293.93,2.51,D,2.730619467565211,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,825940073,2.730619467565211,2.834705882352941,1.8267221930518704,17.0,False,1,1,unclassified,0.8986820355478424,True
23.68198,86.39639,329.38,0.33,0.55,2026-09-16,811,N,VIIRS,n,2.0NRT,294.03,2.51,D,2.18172658339447,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,825940073,2.18172658339447,2.834705882352941,1.8267221930518704,17.0,False,1,1,unclassified,0.7547237022145091,True
23.68524,86.39467,336.55,0.33,0.55,2026-09-16,811,N,VIIRS,n,2.0NRT,294.41,7.07,D,1.839634299122474,industrial,unnamed,jharkhand_odisha,likely_industrial,False,False,industrial_fire,825940073,1.839634299122474,2.834705882352941,1.8267221930518704,17.0,True,1,1,industrial_fire,0.9552562569009939,True
23.68681,86.39255,333.33,0.33,0.55,2026-09-16,811,N,VIIRS,n,2.0NRT,294.67,4.73,D,1.7187761539778457,industrial,unnamed,jharkhand_odisha,likely_industrial,False,False,industrial_fire,825940073,1.7187761539778457,2.834705882352941,1.8267221930518704,17.0,False,1,1,industrial_fire,0.9679349816849817,True
23.73745,86.43335,335.1,0.33,0.55,2026-09-16,811,N,VIIRS,n,2.0NRT,292.38,3.56,D,4.988344989809171,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,528391297,4.988344989809171,1.9647619047619047,1.193254453365329,21.0,False,1,1,unclassified,0.540416548675337,True
23.77765,86.21114,349.15,0.32,0.55,2026-09-16,811,N,VIIRS,n,2.0NRT,295.46,6.63,D,2.2435918713456875,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,825940046,2.2435918713456875,1.7594999999999998,1.7945838837428227,20.0,False,1,1,agricultural_burn,0.7002249873244029,False
23.78103,86.21056,356.47,0.32,0.55,2026-09-16,811,N,VIIRS,n,2.0NRT,296.22,8.94,D,2.0094275844249103,industrial,unnamed,jharkhand_odisha,likely_natural,False,False,unclassified,825940046,2.0094275844249103,1.7594999999999998,1.7945838837428227,20.0,False,1,1,industrial_fire,0.545,False
27.72097,68.09737,333.52,0.54,0.51,2026-09-16,813,N,VIIRS,n,2.0NRT,300.12,7.08,D,94.60866857571068,industrial,unnamed,rajasthan,likely_natural,False,False,unclassified,398570782,94.60866857571068,,,,False,1,1,unclassified,0.9768894230769232,True
27.7227,68.09802,331.18,0.54,0.51,2026-09-16,813,N,VIIRS,n,2.0NRT,299.9,3.77,D,94.5846623422788,industrial,unnamed,rajasthan,likely_natural,False,False,unclassified,398570782,94.5846623422788,,,,False,1,1,unclassified,0.9306534780578899,True
27.97973,69.00108,341.47,0.47,0.48,2026-09-16,813,N,VIIRS,n,2.0NRT,300.42,4.93,D,9.452974030518355,industrial,unnamed,rajasthan,likely_natural,False,False,unclassified,398203739,9.452974030518355,,,,False,1,1,agricultural_burn,0.5154888609205394,False
28.05136,69.37017,336.2,0.45,0.47,2026-09-16,813,N,VIIRS,n,2.0NRT,298.91,4.45,D,0.6294484187249919,industrial,Qadirpur Gas Plant,rajasthan,likely_industrial,False,False,industrial_fire,1049716917,0.6294484187249919,,,,False,1,1,industrial_fire,0.964141122035859,True
30.98641,74.78347,331.93,0.39,0.36,2026-09-16,813,N,VIIRS,n,2.0NRT,297.46,5.37,D,112.11126956935296,industrial,unnamed,rajasthan,likely_natural,False,False,unclassified,1510971660,112.11126956935296,,,,False,1,1,unclassified,0.9756711691086691,True
30.99784,74.74787,335.12,0.39,0.36,2026-09-16,813,N,VIIRS,n,2.0NRT,300.3,12.64,D,113.7845087527352,industrial,unnamed,rajasthan,likely_natural,False,False,unclassified,1510971660,113.7845087527352,,,,False,1,1,unclassified,0.9881820175438597,True
31.01441,74.44933,330.32,0.39,0.36,2026-09-16,813,N,VIIRS,n,2.0NRT,298.74,1.95,D,120.41802203633176,plant,Killanwali,rajasthan,likely_natural,False,False,unclassified,871716957,120.41802203633176,,,,False,1,1,unclassified,0.9567708333333332,True
31.06881,74.55436,336.07,0.39,0.36,2026-09-16,813,N,VIIRS,n,2.0NRT,300.36,2.36,D,125.03989860668928,plant,Killanwali,rajasthan,likely_natural,False,False,unclassified,871716957,125.03989860668928,,,,False,1,1,unclassified,0.9117559984520125,True
31.0802,74.51857,337.64,0.39,0.36,2026-09-16,813,N,VIIRS,n,2.0NRT,297.79,3.24,D,126.66207500296876,plant,Killanwali,rajasthan,likely_natural,False,False,unclassified,871716957,126.66207500296876,,,,False,1,1,unclassified,0.9641089396284831,True
31.14556,75.06457,339.46,0.38,0.36,2026-09-16,813,N,VIIRS,n,2.0NRT,297.5,4.48,D,130.03849098911195,industrial,unnamed,rajasthan,likely_natural,False,False,unclassified,1510971660,130.03849098911195,,,,False,1,1,unclassified,0.9725238095238095,True
31.34922,74.54587,334.97,0.39,0.36,2026-09-16,813,N,VIIRS,n,2.0NRT,298.14,2.6,D,155.71722956999363,industrial,unnamed,rajasthan,likely_natural,False,False,unclassified,1510971660,155.71722956999363,,,,False,1,1,unclassified,0.9567559984520124,True
31.35252,74.54516,335.9,0.39,0.36,2026-09-16,813,N,VIIRS,n,2.0NRT,301.32,3.56,D,156.08995194981853,industrial,unnamed,rajasthan,likely_natural,False,False,unclassified,1510971660,156.08995194981853,,,,False,1,1,unclassified,0.9522180082559341,True
31.49055,74.60322,331.54,0.39,0.36,2026-09-16,813,N,VIIRS,n,2.0NRT,295.54,3.5,D,170.04532122635706,industrial,unnamed,rajasthan,likely_natural,False,False,unclassified,1510971660,170.04532122635706,,,,False,1,1,unclassified,0.8968157587596443,True
